Object/BB,Object/HSF,Object/LSF,Non-Object/LSF,Non-Object/HSF,Non-Object/BB,Time,Subject
8.8591,7.163,5.1727,4.2035,6.9363,6.9151,416.02,13
8.8856,7.1669,5.3378,4.2906,7.0442,6.9885,417.97,13
8.9272,7.207,5.5256,4.4133,7.1646,7.1122,419.92,13
9.0123,7.2611,5.7265,4.5326,7.3026,7.2921,421.88,13
9.135,7.3196,5.9232,4.6175,7.4651,7.503,423.83,13
9.2705,7.388,6.0983,4.6901,7.6493,7.6987,425.78,13
9.4062,7.4648,6.2552,4.7719,7.8347,7.8583,427.73,13
9.5432,7.5396,6.4123,4.8361,7.9911,7.9982,429.69,13
9.6922,7.6063,6.5876,4.8546,8.0923,8.1373,431.64,13
9.8521,7.6629,6.7834,4.8391,8.1289,8.28,433.59,13
9.9866,7.7158,6.9834,4.8054,8.1263,8.4294,435.55,13
10.065,7.7863,7.1764,4.7514,8.1221,8.571,437.5,13
10.102,7.8939,7.3566,4.6717,8.1303,8.6665,439.45,13
10.13,8.0349,7.5043,4.5715,8.1508,8.7028,441.41,13
10.168,8.18,7.6121,4.4662,8.1792,8.7088,443.36,13
10.211,8.3018,7.6988,4.3702,8.2048,8.7206,445.31,13
10.259,8.3875,7.7738,4.2954,8.2303,8.7545,447.27,13
10.318,8.4317,7.8241,4.2353,8.2669,8.8084,449.22,13
10.373,8.4517,7.8306,4.1634,8.3019,8.8744,451.17,13
10.382,8.4757,7.7921,4.0797,8.3141,8.9418,453.13,13
10.33,8.5103,7.7254,4.0282,8.3035,9.0078,455.08,13
10.248,8.5482,7.6407,4.0361,8.283,9.0749,457.03,13
10.169,8.585,7.5371,4.0747,8.2685,9.1213,458.98,13
10.101,8.6242,7.4148,4.1031,8.2725,9.1138,460.94,13
10.041,8.6719,7.2791,4.1067,8.2859,9.0561,462.89,13
9.9703,8.7184,7.1339,4.0913,8.2886,8.9941,464.84,13
9.8684,8.7333,6.9845,4.072,8.2744,8.9697,466.8,13
9.7343,8.6935,6.8428,4.0584,8.2436,8.9838,468.75,13
9.5772,8.6071,6.7114,4.0543,8.2021,9.0044,470.7,13
9.397,8.5061,6.5833,4.0693,8.17,8.9879,472.66,13
9.2056,8.4135,6.4605,4.102,8.1588,8.9162,474.61,13
9.0398,8.3215,6.3424,4.1285,8.1625,8.8163,476.56,13
8.929,8.2076,6.2163,4.1256,8.1829,8.7292,478.52,13
8.8709,8.0624,6.0804,4.0842,8.2182,8.6777,480.47,13
8.8449,7.905,5.9562,4.003,8.2448,8.6568,482.42,13
8.8321,7.7606,5.8607,3.8802,8.251,8.6376,484.38,13
8.8167,7.6316,5.7832,3.7137,8.2491,8.596,486.33,13
8.7949,7.5082,5.6969,3.5214,8.2514,8.5414,488.28,13
8.7694,7.3877,5.5882,3.3471,8.263,8.4949,490.23,13
8.7302,7.2755,5.473,3.2244,8.2948,8.449,492.19,13
8.6655,7.1806,5.3755,3.1467,8.3572,8.3805,494.14,13
8.5664,7.114,5.3063,3.089,8.4332,8.286,496.09,13
8.4332,7.0789,5.2659,3.0361,8.4912,8.18,498.05,13
8.2894,7.0547,5.241,2.9768,8.5221,8.0745,500,13
8.1599,7.015,5.2044,2.9062,8.5347,7.9795,501.95,13
8.0477,6.9598,5.1428,2.8358,8.5249,7.9088,503.91,13
7.9471,6.8991,5.0708,2.7708,8.4793,7.8594,505.86,13
7.8555,6.8279,5.005,2.7094,8.3969,7.8047,507.81,13
7.7701,6.7434,4.9341,2.6724,8.2872,7.7298,509.77,13
7.6941,6.6594,4.8349,2.6812,8.1533,7.6498,511.72,13
7.6339,6.5926,4.7203,2.7332,7.9943,7.5877,513.67,13
7.5844,6.5534,4.6363,2.8103,7.8099,7.5557,515.63,13
7.5333,6.5464,4.6101,2.8875,7.6005,7.5485,517.58,13
7.4752,6.5637,4.6352,2.9577,7.3844,7.5482,519.53,13
7.4164,6.5821,4.685,3.0349,7.1961,7.5369,521.48,13
7.3609,6.5733,4.7223,3.1221,7.0553,7.5105,523.44,13
7.3175,6.5257,4.7209,3.2128,6.9521,7.4786,525.39,13
7.3052,6.4524,4.6838,3.3044,6.8696,7.4483,527.34,13
7.3209,6.3735,4.6264,3.3846,6.8042,7.4185,529.3,13
7.3349,6.2997,4.5503,3.438,6.7567,7.3965,531.25,13
7.3289,6.2274,4.4472,3.4588,6.7219,7.3978,533.2,13
7.3174,6.1445,4.3264,3.4434,6.6948,7.4184,535.16,13
7.3219,6.0411,4.2204,3.3797,6.6711,7.4304,537.11,13
7.3477,5.9244,4.1453,3.2645,6.638,7.4157,539.06,13
7.393,5.8234,4.0867,3.1294,6.574,7.3867,541.02,13
7.4527,5.7619,4.0277,3.0185,6.475,7.3619,542.97,13
7.526,5.7468,3.9643,2.9354,6.3633,7.3374,544.92,13
7.6162,5.7805,3.9026,2.8489,6.2612,7.3114,546.88,13
7.7139,5.8678,3.8484,2.7506,6.1663,7.3023,548.83,13
7.8076,6.0085,3.7891,2.6711,6.0608,7.326,550.78,13
7.8968,6.1949,3.7121,2.6359,5.9485,7.3881,552.73,13
7.9777,6.4047,3.6321,2.6333,5.8597,7.4791,554.69,13
8.0359,6.5867,3.5716,2.6328,5.7985,7.5763,556.64,13
8.0457,6.688,3.5311,2.6217,5.7343,7.6523,558.59,13
7.9887,6.7046,3.4967,2.6155,5.6589,7.6735,560.55,13
7.8894,6.6785,3.457,2.6229,5.5973,7.6191,562.5,13
7.7951,6.6573,3.4062,2.6303,5.5722,7.502,564.45,13
7.7218,6.6558,3.3479,2.6243,5.5894,7.3462,566.41,13
7.6611,6.655,3.2942,2.5949,5.6326,7.1633,568.36,13
7.6135,6.6515,3.2577,2.5425,5.6677,6.9706,570.31,13
7.5866,6.681,3.2509,2.4911,5.6685,6.795,572.27,13
7.5881,6.7713,3.2879,2.4717,5.6308,6.66,574.22,13
7.6217,6.9039,3.3747,2.4978,5.5759,6.5747,576.17,13
7.6775,7.0384,3.4997,2.5576,5.5383,6.5289,578.13,13
7.7433,7.1576,3.6496,2.6277,5.5316,6.505,580.08,13
7.8255,7.279,3.8199,2.6985,5.5532,6.4951,582.03,13
7.9329,7.4207,3.9977,2.7819,5.6079,6.4997,583.98,13
8.0602,7.5693,4.1618,2.8815,5.6972,6.5142,585.94,13
8.2047,7.7016,4.3019,2.9768,5.8051,6.5282,587.89,13
8.3625,7.8039,4.4233,3.045,5.8977,6.5213,589.84,13
8.5154,7.8696,4.5567,3.0741,5.9384,6.4758,591.8,13
8.6657,7.8989,4.7474,3.0551,5.927,6.4042,593.75,13
8.8434,7.8995,4.9989,2.9941,5.9038,6.3295,595.7,13
9.0489,7.883,5.2706,2.917,5.8945,6.2594,597.66,13
-1.5519,-0.93415,-1.2633,-2.2825,0.63446,1.153,-199.22,14
-1.5426,-0.91507,-1.1282,-2.3357,0.49536,0.94865,-197.27,14
-1.5329,-0.89105,-0.92683,-2.3718,0.39172,0.74403,-195.31,14
-1.5214,-0.83713,-0.68778,-2.3739,0.31546,0.52417,-193.36,14
-1.5127,-0.72598,-0.48969,-2.3339,0.23896,0.2581,-191.41,14
-1.5117,-0.55115,-0.36655,-2.2645,0.15298,-0.056317,-189.45,14
-1.4968,-0.32096,-0.29848,-2.1678,0.04539,-0.377,-187.5,14
-1.4379,-0.054422,-0.26854,-2.028,-0.10966,-0.66989,-185.55,14
-1.3192,0.21291,-0.27222,-1.8326,-0.3258,-0.92842,-183.59,14
-1.1285,0.44802,-0.29915,-1.5828,-0.5791,-1.1456,-181.64,14
-0.86735,0.62309,-0.34883,-1.3098,-0.81049,-1.296,-179.69,14
-0.57008,0.70524,-0.41998,-1.0672,-0.96792,-1.3377,-177.73,14
-0.308,0.70567,-0.47675,-0.8848,-1.0421,-1.2645,-175.78,14
-0.13201,0.67857,-0.49732,-0.72845,-1.066,-1.1348,-173.83,14
-0.0055059,0.66489,-0.52653,-0.54185,-1.0875,-1.0287,-171.88,14
0.12793,0.68395,-0.61198,-0.32737,-1.1228,-0.96595,-169.92,14
0.26414,0.73452,-0.75717,-0.13523,-1.1467,-0.89081,-167.97,14
0.36453,0.80102,-0.93999,0.013575,-1.1402,-0.77138,-166.02,14
0.41014,0.86446,-1.1161,0.13884,-1.1081,-0.64132,-164.06,14
0.41643,0.90227,-1.2347,0.23716,-1.0608,-0.55494,-162.11,14
0.40483,0.88307,-1.2859,0.28691,-1.0155,-0.53115,-160.16,14
0.38092,0.77741,-1.3002,0.3028,-0.97571,-0.52866,-158.2,14
0.33835,0.60164,-1.281,0.30366,-0.92401,-0.49702,-156.25,14
0.27639,0.42047,-1.2023,0.28694,-0.84358,-0.43111,-154.3,14
0.21357,0.28868,-1.0735,0.26931,-0.73828,-0.3506,-152.34,14
0.17201,0.21163,-0.93389,0.2551,-0.64203,-0.25391,-150.39,14
0.15643,0.15861,-0.7881,0.21317,-0.56706,-0.13534,-148.44,14
0.15893,0.10103,-0.61112,0.13641,-0.49636,-0.021745,-146.48,14
0.15635,0.027785,-0.42066,0.034863,-0.4389,0.057136,-144.53,14
0.11315,-0.051595,-0.27944,-0.07441,-0.40972,0.10998,-142.58,14
0.035255,-0.10289,-0.20609,-0.15346,-0.40077,0.17233,-140.63,14
-0.042702,-0.10593,-0.15901,-0.1914,-0.39016,0.25797,-138.67,14
-0.14922,-0.086807,-0.10111,-0.22598,-0.3552,0.3183,-136.72,14
-0.33274,-0.083847,-0.018806,-0.29492,-0.30547,0.28079,-134.77,14
-0.55378,-0.10911,0.075977,-0.38295,-0.27357,0.13193,-132.81,14
-0.73922,-0.14344,0.14529,-0.43656,-0.25718,-0.060477,-130.86,14
-0.87524,-0.15632,0.17535,-0.42505,-0.22643,-0.21305,-128.91,14
-0.97483,-0.13378,0.20922,-0.36806,-0.17092,-0.29764,-126.95,14
-1.044,-0.078576,0.27711,-0.31548,-0.099084,-0.33426,-125,14
-1.0862,-0.0014274,0.34157,-0.29458,-0.029312,-0.36902,-123.05,14
-1.1033,0.062702,0.36536,-0.28035,0.039035,-0.44404,-121.09,14
-1.1143,0.068631,0.34973,-0.23062,0.13704,-0.55843,-119.14,14
-1.146,0.023913,0.30781,-0.1158,0.262,-0.67106,-117.19,14
-1.2079,-0.012162,0.26618,0.073641,0.35338,-0.73204,-115.23,14
-1.2727,0.0031032,0.25584,0.29394,0.36367,-0.73875,-113.28,14
-1.2852,0.070635,0.26991,0.47438,0.30695,-0.72687,-111.33,14
-1.231,0.15598,0.24432,0.59004,0.2182,-0.71218,-109.38,14
-1.1392,0.22295,0.13148,0.6506,0.12266,-0.68505,-107.42,14
-1.0143,0.27821,-0.038793,0.67302,0.04857,-0.61054,-105.47,14
-0.85694,0.33744,-0.2023,0.69019,0.018354,-0.47513,-103.52,14
-0.70638,0.39184,-0.31499,0.7249,0.032834,-0.33324,-101.56,14
-0.59784,0.44187,-0.37745,0.76454,0.064442,-0.23294,-99.609,14
-0.53028,0.48974,-0.41731,0.8108,0.06685,-0.17234,-97.656,14
-0.48543,0.50103,-0.46083,0.90795,0.03473,-0.12876,-95.703,14
-0.43729,0.43968,-0.53447,1.075,0.016345,-0.078922,-93.75,14
-0.38353,0.31826,-0.65519,1.2695,0.027635,-0.041844,-91.797,14
-0.35425,0.17944,-0.82043,1.4245,0.039689,-0.07178,-89.844,14
-0.35024,0.047861,-0.99936,1.4889,0.050059,-0.15959,-87.891,14
-0.32407,-0.077218,-1.1357,1.4744,0.066632,-0.20374,-85.938,14
-0.24128,-0.20612,-1.192,1.4639,0.074055,-0.1392,-83.984,14
-0.11034,-0.35877,-1.1588,1.5201,0.086396,-0.0018365,-82.031,14
0.046247,-0.52908,-1.05,1.6222,0.14335,0.15375,-80.078,14
0.19883,-0.65558,-0.9199,1.7136,0.23539,0.27745,-78.125,14
0.31444,-0.68564,-0.81202,1.7603,0.33053,0.31537,-76.172,14
0.38197,-0.63931,-0.71252,1.741,0.4253,0.26612,-74.219,14
0.41364,-0.58833,-0.59568,1.6342,0.50651,0.19141,-72.266,14
0.42665,-0.58465,-0.44967,1.4611,0.54069,0.14145,-70.313,14
0.42935,-0.59878,-0.27619,1.2691,0.5024,0.1252,-68.359,14
0.43478,-0.57765,-0.10877,1.0684,0.39911,0.13169,-66.406,14
0.46829,-0.53161,0.013509,0.86273,0.28175,0.1271,-64.453,14
0.55016,-0.49553,0.091543,0.67246,0.18077,0.096621,-62.5,14
0.67492,-0.48666,0.15806,0.48897,0.064946,0.065858,-60.547,14
0.79524,-0.50025,0.23015,0.28042,-0.083294,0.039572,-58.594,14
0.86096,-0.49096,0.28985,0.047964,-0.22833,0.0040345,-56.641,14
0.85698,-0.42244,0.31593,-0.16428,-0.33449,-0.031339,-54.688,14
0.80239,-0.3213,0.29948,-0.31246,-0.38806,-0.049372,-52.734,14
0.74408,-0.21462,0.26566,-0.38017,-0.39484,-0.041403,-50.781,14
0.70898,-0.089798,0.29317,-0.39181,-0.37549,-0.013487,-48.828,14
0.68117,0.051283,0.42725,-0.40551,-0.3312,6.44E-05,-46.875,14
0.65471,0.18335,0.61878,-0.46152,-0.2461,-0.021849,-44.922,14
0.64348,0.28695,0.79396,-0.55545,-0.14065,-0.04732,-42.969,14
0.64592,0.35064,0.92044,-0.64771,-0.060777,-0.033176,-41.016,14
0.66531,0.37141,1.0093,-0.69176,-0.018034,0.028081,-39.063,14
0.72766,0.34339,1.0735,-0.68291,-0.001903,0.11853,-37.109,14
0.84377,0.25683,1.1099,-0.65606,0.0043756,0.24108,-35.156,14
0.97249,0.13649,1.1398,-0.64423,0.039819,0.40494,-33.203,14
1.0589,0.021105,1.1926,-0.65614,0.12824,0.58633,-31.25,14
1.1069,-0.091665,1.2632,-0.66265,0.24358,0.75262,-29.297,14
1.152,-0.19909,1.3464,-0.62046,0.35043,0.89229,-27.344,14
1.201,-0.27033,1.4343,-0.51497,0.44463,1.015,-25.391,14
1.2418,-0.315,1.4975,-0.36513,0.54803,1.1204,-23.438,14
1.2658,-0.37663,1.52,-0.19555,0.68668,1.1992,-21.484,14
1.2717,-0.44439,1.5008,-0.0035489,0.868,1.2526,-19.531,14
1.2822,-0.45382,1.4375,0.20062,1.0543,1.2745,-17.578,14
1.3241,-0.37807,1.3599,0.35809,1.18,1.2658,-15.625,14
1.3608,-0.24837,1.334,0.45823,1.2523,1.2506,-13.672,14
1.3278,-0.12231,1.3861,0.56045,1.3387,1.2518,-11.719,14
1.2412,-0.039312,1.4725,0.68213,1.4345,1.2732,-9.7656,14
1.1614,0.032032,1.5402,0.79797,1.4922,1.2932,-7.8125,14
1.1001,0.13792,1.5781,0.9095,1.5099,1.2785,-5.8594,14
1.0512,0.25626,1.6117,1.0224,1.4874,1.2258,-3.9063,14
1.0264,0.33466,1.6573,1.098,1.4088,1.1619,-1.9531,14
1.0182,0.34614,1.7005,1.0813,1.2874,1.0994,0,14
1.0087,0.29785,1.7429,0.98168,1.1552,1.0379,1.9531,14
1.0194,0.23836,1.8232,0.87828,1.0282,0.99055,3.9063,14
1.1028,0.23206,1.9451,0.82084,0.92937,0.98218,5.8594,14
1.2728,0.29874,2.0519,0.79898,0.8944,1.0073,7.8125,14
1.4591,0.40639,2.087,0.79179,0.91621,1.0258,9.7656,14
1.5643,0.51967,2.0402,0.77305,0.95139,1.05,11.719,14
1.5559,0.62271,1.9639,0.71726,0.97403,1.13,13.672,14
1.4549,0.72141,1.9168,0.63251,0.99074,1.2395,15.625,14
1.2738,0.83937,1.912,0.54109,1.0106,1.3329,17.578,14
1.0501,0.98428,1.9674,0.44424,1.0129,1.4335,19.531,14
0.85779,1.1071,2.0949,0.35457,1.0017,1.5437,21.484,14
0.72538,1.1427,2.2337,0.32603,1.0239,1.6017,23.438,14
0.64335,1.0945,2.3181,0.39208,1.0905,1.5712,25.391,14
0.61636,1.0131,2.3601,0.5105,1.1481,1.4994,27.344,14
0.63627,0.93628,2.3877,0.61359,1.1409,1.4586,29.297,14
0.66536,0.89117,2.3968,0.67019,1.0823,1.4483,31.25,14
0.69561,0.8934,2.3857,0.67758,1.0227,1.4267,33.203,14
0.75597,0.92479,2.3837,0.64588,0.98998,1.3934,35.156,14
0.83247,0.93253,2.4351,0.60644,0.99208,1.3627,37.109,14
0.89849,0.88617,2.5537,0.59415,1.006,1.3411,39.063,14
0.974,0.81821,2.7121,0.63675,0.99857,1.3487,41.016,14
1.0757,0.77557,2.8626,0.7688,0.97718,1.384,42.969,14
1.1898,0.77663,2.9672,1.0143,0.96325,1.4372,44.922,14
1.3094,0.81683,3.0176,1.3357,0.94917,1.5298,46.875,14
1.4587,0.8917,3.0174,1.649,0.93848,1.6621,48.828,14
1.6561,1.0035,2.9881,1.9164,0.97777,1.8035,50.781,14
1.8888,1.1281,2.9889,2.1599,1.1059,1.9495,52.734,14
2.1341,1.2258,3.0794,2.4054,1.3117,2.1024,54.688,14
2.3688,1.3128,3.2813,2.6492,1.5434,2.2619,56.641,14
2.5831,1.4684,3.5606,2.8854,1.7695,2.4461,58.594,14
2.7997,1.7528,3.8639,3.141,2.0303,2.6521,60.547,14
3.0691,2.1474,4.2028,3.4261,2.386,2.8685,62.5,14
3.4421,2.5908,4.6488,3.7214,2.8411,3.1335,64.453,14
3.9415,3.0624,5.2382,4.0534,3.3487,3.5236,66.406,14
4.5514,3.5964,5.9274,4.4755,3.876,4.0781,68.359,14
5.2245,4.1988,6.6443,4.9697,4.4274,4.7521,70.313,14
5.8978,4.813,7.337,5.4828,5.0036,5.4586,72.266,14
6.5215,5.3834,7.9646,6.0094,5.5861,6.1137,74.219,14
7.0864,5.895,8.5159,6.5626,6.1609,6.6778,76.172,14
7.6037,6.3704,9.0306,7.1556,6.7279,7.1653,78.125,14
8.0695,6.8664,9.5471,7.7788,7.2708,7.5862,80.078,14
8.4618,7.4011,10.041,8.3541,7.7443,7.9232,82.031,14
8.7537,7.8908,10.441,8.7876,8.1222,8.1635,83.984,14
8.9343,8.2483,10.696,9.0471,8.4116,8.3238,85.938,14
9.0402,8.4976,10.809,9.1869,8.6161,8.4381,87.891,14
9.1089,8.6961,10.807,9.2927,8.72,8.4881,89.844,14
9.0715,8.8203,10.68,9.3808,8.6817,8.391,91.797,14
8.8237,8.7959,10.393,9.3888,8.4546,8.1152,93.75,14
8.4017,8.5767,9.9512,9.2454,8.0396,7.7191,95.703,14
7.959,8.2225,9.4455,8.9624,7.4942,7.2737,97.656,14
7.589,7.8829,8.9867,8.6379,6.9051,6.8334,99.609,14
7.2382,7.6461,8.6112,8.3235,6.3692,6.4261,101.56,14
6.8022,7.459,8.2601,7.981,5.9558,6.0397,103.52,14
6.278,7.2302,7.8532,7.5988,5.6534,5.6654,105.47,14
5.7731,6.9505,7.4065,7.2251,5.4092,5.3191,107.42,14
5.3647,6.6798,7.0264,6.8727,5.2172,5.0131,109.38,14
5.029,6.4555,6.7857,6.5121,5.0888,4.7387,111.33,14
4.7212,6.2456,6.6488,6.1402,5.0008,4.4792,113.28,14
4.4288,5.9627,6.5079,5.7509,4.9207,4.2409,115.23,14
4.1311,5.5332,6.2957,5.324,4.8008,4.0337,117.19,14
3.7868,4.9639,6.0379,4.9088,4.5798,3.8461,119.14,14
3.3655,4.2825,5.7641,4.5817,4.2484,3.6908,121.09,14
2.8515,3.5053,5.4455,4.3407,3.8917,3.6131,123.05,14
2.2403,2.7002,5.0755,4.1462,3.623,3.6193,125,14
1.5517,1.9464,4.722,3.9756,3.4798,3.6872,126.95,14
0.84745,1.2699,4.4344,3.8059,3.4383,3.8305,128.91,14
0.19177,0.65187,4.1844,3.6509,3.4581,4.0562,130.86,14
-0.42296,0.039326,3.9172,3.5844,3.4857,4.3175,132.81,14
-1.0401,-0.61605,3.615,3.6624,3.4808,4.5684,134.77,14
-1.6753,-1.2973,3.3202,3.8686,3.423,4.7926,136.72,14
-2.3386,-1.947,3.058,4.1709,3.3032,5.0015,138.67,14
-3.0159,-2.5435,2.7842,4.5689,3.1584,5.2461,140.63,14
-3.6328,-3.1036,2.4748,5.0536,3.0708,5.5737,142.58,14
-4.115,-3.6541,2.1584,5.5825,3.1118,5.9745,144.53,14
-4.4379,-4.215,1.8636,6.104,3.2924,6.4221,146.48,14
-4.6186,-4.775,1.6305,6.5619,3.5488,6.9159,148.44,14
-4.6773,-5.2889,1.4984,6.9091,3.8081,7.4383,150.39,14
-4.6112,-5.729,1.4462,7.1373,4.0493,7.9527,152.34,14
-4.4293,-6.1167,1.4233,7.2623,4.288,8.4256,154.3,14
-4.158,-6.4572,1.4239,7.2874,4.5471,8.8146,156.25,14
-3.8144,-6.7171,1.4766,7.2041,4.8311,9.1154,158.2,14
-3.4074,-6.8909,1.5963,7.0534,5.1254,9.3827,160.16,14
-2.9297,-7.0057,1.7676,6.9352,5.4138,9.6641,162.11,14
-2.3659,-7.0809,1.9623,6.9145,5.6816,9.9648,164.06,14
-1.721,-7.1127,2.1602,6.9835,5.8989,10.264,166.02,14
-1.0255,-7.0815,2.342,7.0949,6.0132,10.519,167.97,14
-0.3165,-6.9808,2.4831,7.1966,6.0111,10.678,169.92,14
0.38454,-6.8115,2.5582,7.2594,5.9721,10.745,171.88,14
1.0784,-6.5542,2.5567,7.2786,5.9881,10.766,173.83,14
1.7833,-6.1789,2.5259,7.2705,6.0669,10.765,175.78,14
2.5181,-5.6678,2.5662,7.2666,6.1556,10.761,177.73,14
3.2674,-5.0315,2.7467,7.2775,6.2145,10.796,179.69,14
4.0003,-4.2864,3.067,7.2977,6.2561,10.904,181.64,14
4.7138,-3.4355,3.491,7.3501,6.3032,11.081,183.59,14
5.4134,-2.5043,3.9835,7.4727,6.3523,11.297,185.55,14
6.0713,-1.5326,4.5355,7.6929,6.4289,11.539,187.5,14
6.6532,-0.55042,5.1173,8.014,6.5772,11.825,189.45,14
7.1825,0.41813,5.6662,8.397,6.789,12.145,191.41,14
7.7064,1.364,6.1671,8.8006,7.0478,12.453,193.36,14
8.2282,2.2818,6.6547,9.2231,7.3686,12.74,195.31,14
8.743,3.1447,7.1505,9.6576,7.7416,13.016,197.27,14
9.2749,3.9202,7.6522,10.066,8.1033,13.272,199.22,14
9.8269,4.5898,8.1446,10.422,8.3968,13.483,201.17,14
10.369,5.1402,8.5982,10.722,8.6412,13.604,203.13,14
10.875,5.5885,8.9884,10.951,8.8823,13.628,205.08,14
11.332,5.9885,9.3181,11.109,9.1169,13.634,207.03,14
11.725,6.3597,9.6161,11.23,9.323,13.675,208.98,14
12.048,6.666,9.8947,11.343,9.4976,13.728,210.94,14
12.321,6.8785,10.141,11.448,9.645,13.772,212.89,14
12.561,7.0091,10.367,11.534,9.7585,13.802,214.84,14
12.776,7.0891,10.595,11.587,9.8163,13.804,216.8,14
12.961,7.1437,10.803,11.594,9.8152,13.798,218.75,14
13.092,7.1773,10.965,11.579,9.7786,13.815,220.7,14
13.171,7.1898,11.102,11.607,9.7322,13.859,222.66,14
13.242,7.207,11.251,11.727,9.6967,13.93,224.61,14
13.325,7.2674,11.41,11.922,9.6671,14.033,226.56,14
13.394,7.4117,11.545,12.151,9.6273,14.162,228.52,14
13.435,7.6776,11.639,12.409,9.5708,14.282,230.47,14
13.489,8.0583,11.719,12.706,9.4928,14.349,232.42,14
13.615,8.4807,11.831,13.027,9.4083,14.378,234.38,14
13.802,8.8561,11.97,13.342,9.3476,14.417,236.33,14
13.972,9.1708,12.087,13.631,9.3248,14.461,238.28,14
14.095,9.4842,12.164,13.877,9.335,14.485,240.23,14
14.196,9.8312,12.222,14.067,9.3689,14.519,242.19,14
14.287,10.181,12.274,14.217,9.436,14.614,244.14,14
14.365,10.473,12.302,14.36,9.5501,14.761,246.09,14
14.408,10.697,12.308,14.501,9.7041,14.926,248.05,14
14.378,10.895,12.311,14.609,9.8774,15.077,250,14
14.277,11.105,12.304,14.659,10.033,15.204,251.95,14
14.164,11.34,12.301,14.646,10.156,15.318,253.91,14
14.074,11.622,12.35,14.567,10.277,15.417,255.86,14
13.99,11.944,12.47,14.439,10.414,15.471,257.81,14
13.896,12.24,12.627,14.317,10.564,15.489,259.77,14
13.788,12.449,12.766,14.258,10.756,15.524,261.72,14
13.659,12.551,12.845,14.267,11.003,15.607,263.67,14
13.502,12.569,12.875,14.319,11.245,15.695,265.63,14
13.315,12.576,12.902,14.354,11.404,15.702,267.58,14
13.124,12.665,12.942,14.266,11.48,15.603,269.53,14
12.968,12.875,12.979,13.996,11.534,15.44,271.48,14
12.865,13.13,12.992,13.608,11.586,15.26,273.44,14
12.789,13.333,12.965,13.223,11.605,15.093,275.39,14
12.715,13.483,12.907,12.899,11.583,14.945,277.34,14
12.648,13.617,12.845,12.621,11.56,14.814,279.3,14
12.597,13.722,12.807,12.375,11.563,14.684,281.25,14
12.557,13.754,12.797,12.158,11.576,14.528,283.2,14
12.521,13.701,12.777,11.951,11.585,14.357,285.16,14
12.461,13.576,12.726,11.754,11.581,14.211,287.11,14
12.344,13.391,12.664,11.586,11.545,14.122,289.06,14
12.195,13.188,12.616,11.452,11.482,14.124,291.02,14
12.079,13.046,12.595,11.354,11.422,14.205,292.97,14
12.013,13.007,12.611,11.298,11.353,14.262,294.92,14
11.966,13.031,12.662,11.27,11.252,14.225,296.88,14
11.934,13.049,12.714,11.245,11.12,14.153,298.83,14
11.97,13.03,12.733,11.212,10.977,14.106,300.78,14
12.095,12.995,12.729,11.17,10.865,14.061,302.73,14
12.267,12.958,12.725,11.146,10.821,13.991,304.69,14
12.443,12.875,12.715,11.181,10.849,13.919,306.64,14
12.594,12.729,12.689,11.285,10.93,13.867,308.59,14
12.688,12.581,12.667,11.416,11.045,13.813,310.55,14
12.725,12.509,12.677,11.513,11.174,13.718,312.5,14
12.766,12.504,12.711,11.552,11.282,13.581,314.45,14
12.874,12.511,12.717,11.572,11.343,13.438,316.41,14
13.048,12.509,12.659,11.63,11.373,13.309,318.36,14
13.231,12.515,12.563,11.757,11.401,13.195,320.31,14
13.381,12.535,12.459,11.963,11.415,13.129,322.27,14
13.513,12.567,12.32,12.251,11.406,13.137,324.22,14
13.68,12.591,12.159,12.596,11.39,13.191,326.17,14
13.902,12.585,12.038,12.944,11.354,13.256,328.13,14
14.122,12.529,11.976,13.261,11.267,13.329,330.08,14
14.267,12.409,11.943,13.551,11.136,13.413,332.03,14
14.337,12.254,11.92,13.829,10.993,13.496,333.98,14
14.392,12.152,11.91,14.079,10.856,13.564,335.94,14
14.465,12.131,11.929,14.277,10.745,13.598,337.89,14
14.528,12.126,11.961,14.43,10.702,13.601,339.84,14
14.523,12.065,11.955,14.559,10.766,13.612,341.8,14
14.417,11.926,11.884,14.705,10.904,13.647,343.75,14
14.242,11.738,11.756,14.91,11.046,13.69,345.7,14
14.071,11.556,11.606,15.15,11.146,13.737,347.66,14
13.962,11.417,11.467,15.344,11.19,13.793,349.61,14
13.928,11.319,11.333,15.464,11.192,13.828,351.56,14
13.947,11.221,11.195,15.561,11.166,13.831,353.52,14
13.982,11.075,11.074,15.683,11.108,13.846,355.47,14
14.016,10.865,10.991,15.84,11.043,13.913,357.42,14
14.051,10.635,10.953,16.031,11.041,14.014,359.38,14
14.065,10.441,10.972,16.224,11.133,14.088,361.33,14
14.006,10.292,11.035,16.367,11.282,14.093,363.28,14
13.863,10.173,11.1,16.451,11.432,14.062,365.23,14
13.689,10.073,11.12,16.512,11.556,14.061,367.19,14
13.548,9.9482,11.081,16.552,11.649,14.111,369.14,14
13.449,9.7607,11.038,16.54,11.693,14.19,371.09,14
13.367,9.5478,11.056,16.485,11.679,14.268,373.05,14
13.301,9.3615,11.112,16.431,11.61,14.335,375,14
13.26,9.189,11.142,16.38,11.495,14.383,376.95,14
13.209,9.0069,11.112,16.292,11.356,14.393,378.91,14
13.109,8.8273,11.033,16.15,11.222,14.365,380.86,14
12.975,8.6541,10.968,15.965,11.113,14.326,382.81,14
