Object/BB,Object/HSF,Object/LSF,Non-Object/LSF,Non-Object/HSF,Non-Object/BB,Time,Subject
0.19542,0.39242,0.23052,-1.1717,0.55332,-1.852,-199.22,1
0.18804,0.2801,0.42763,-1.1999,0.65972,-1.9287,-197.27,1
0.17119,0.18609,0.65327,-1.2339,0.75703,-1.9711,-195.31,1
0.14276,0.1187,0.87669,-1.2761,0.82759,-1.9791,-193.36,1
0.10326,0.036484,1.0327,-1.3268,0.86519,-1.9582,-191.41,1
0.065559,-0.080596,1.1082,-1.3844,0.88463,-1.9089,-189.45,1
0.04767,-0.17957,1.1474,-1.4429,0.90511,-1.8463,-187.5,1
0.060566,-0.21052,1.1771,-1.488,0.94317,-1.7838,-185.55,1
0.10842,-0.19948,1.1815,-1.5042,0.99105,-1.7153,-183.59,1
0.17909,-0.20301,1.1392,-1.4903,1.0238,-1.6434,-181.64,1
0.2441,-0.23596,1.0572,-1.4767,1.0293,-1.5738,-179.69,1
0.27669,-0.28005,0.96328,-1.4909,1.0069,-1.4933,-177.73,1
0.26742,-0.32386,0.86471,-1.5088,0.96473,-1.3934,-175.78,1
0.23222,-0.37315,0.74488,-1.4951,0.91327,-1.2676,-173.83,1
0.20036,-0.43909,0.62083,-1.4521,0.84877,-1.1084,-171.88,1
0.18073,-0.53052,0.53615,-1.3825,0.75548,-0.93674,-169.92,1
0.16738,-0.64611,0.50357,-1.2829,0.63401,-0.78693,-167.97,1
0.16075,-0.75999,0.50003,-1.1774,0.49921,-0.66422,-166.02,1
0.14816,-0.83995,0.48227,-1.0834,0.36318,-0.54431,-164.06,1
0.10793,-0.88821,0.42382,-0.97996,0.24333,-0.42452,-162.11,1
0.04848,-0.92461,0.34038,-0.85274,0.14342,-0.34431,-160.16,1
0.0010176,-0.95278,0.26687,-0.72901,0.039805,-0.32426,-158.2,1
-0.034218,-0.97008,0.22915,-0.64448,-0.082358,-0.33764,-156.25,1
-0.086227,-0.96669,0.22392,-0.5932,-0.20913,-0.35699,-154.3,1
-0.14962,-0.92957,0.22943,-0.53139,-0.31328,-0.37339,-152.34,1
-0.18886,-0.87127,0.23303,-0.42343,-0.37663,-0.38774,-150.39,1
-0.20254,-0.82179,0.23449,-0.2665,-0.40549,-0.4134,-148.44,1
-0.22176,-0.79477,0.22489,-0.077961,-0.4143,-0.45134,-146.48,1
-0.26613,-0.7749,0.17956,0.11052,-0.39997,-0.48518,-144.53,1
-0.33345,-0.74914,0.086175,0.26229,-0.3793,-0.51278,-142.58,1
-0.41306,-0.73577,-0.032253,0.38146,-0.39639,-0.54023,-140.63,1
-0.4873,-0.75195,-0.13228,0.50684,-0.44549,-0.55469,-138.67,1
-0.54517,-0.78177,-0.1968,0.65011,-0.48983,-0.52264,-136.72,1
-0.59506,-0.79851,-0.24702,0.79683,-0.52092,-0.43828,-134.77,1
-0.62974,-0.79407,-0.29794,0.93204,-0.53489,-0.35015,-132.81,1
-0.62488,-0.75926,-0.33884,1.0267,-0.5364,-0.29675,-130.86,1
-0.58001,-0.68367,-0.34726,1.0526,-0.54884,-0.26297,-128.91,1
-0.51837,-0.59308,-0.30191,1.018,-0.58327,-0.22167,-126.95,1
-0.47556,-0.52432,-0.19791,0.96266,-0.64214,-0.16592,-125,1
-0.48414,-0.47775,-0.055193,0.92985,-0.72973,-0.10553,-123.05,1
-0.52812,-0.41891,0.08317,0.94341,-0.82872,-0.05768,-121.09,1
-0.55497,-0.31989,0.18473,0.99573,-0.90029,-0.033715,-119.14,1
-0.54107,-0.18277,0.25157,1.0582,-0.92058,-0.027629,-117.19,1
-0.49596,-0.035795,0.28272,1.1045,-0.89728,-0.017317,-115.23,1
-0.43563,0.076049,0.26984,1.1039,-0.84763,-0.0024683,-113.28,1
-0.38062,0.14096,0.22361,1.0323,-0.77726,-0.019827,-111.33,1
-0.35228,0.18994,0.16416,0.92216,-0.693,-0.090257,-109.38,1
-0.3589,0.2414,0.11498,0.83585,-0.61831,-0.18749,-107.42,1
-0.38769,0.28988,0.098534,0.7926,-0.57721,-0.26876,-105.47,1
-0.41438,0.32922,0.12661,0.77168,-0.57265,-0.32096,-103.52,1
-0.42344,0.36107,0.18938,0.75789,-0.57465,-0.36405,-101.56,1
-0.41593,0.4005,0.25673,0.74594,-0.54445,-0.40469,-99.609,1
-0.40607,0.46998,0.29766,0.7256,-0.46988,-0.42159,-97.656,1
-0.41869,0.5739,0.29269,0.68185,-0.35243,-0.4036,-95.703,1
-0.46198,0.69521,0.25056,0.59916,-0.19105,-0.36546,-93.75,1
-0.49807,0.81072,0.20906,0.48332,0.010288,-0.32134,-91.797,1
-0.48009,0.90585,0.20136,0.36194,0.23667,-0.27784,-89.844,1
-0.40384,0.97976,0.22248,0.24569,0.4705,-0.23709,-87.891,1
-0.29522,1.0302,0.23888,0.12337,0.69695,-0.18308,-85.938,1
-0.17756,1.0507,0.22455,-0.0073878,0.89451,-0.10257,-83.984,1
-0.078506,1.0254,0.1605,-0.12519,1.051,-0.0003853,-82.031,1
-0.029341,0.92918,0.048237,-0.20378,1.1785,0.12291,-80.078,1
-0.014004,0.78418,-0.067296,-0.23478,1.287,0.26452,-78.125,1
0.02344,0.66653,-0.15628,-0.24084,1.3807,0.42615,-76.172,1
0.099225,0.62131,-0.23323,-0.2636,1.4677,0.6232,-74.219,1
0.18184,0.63707,-0.29911,-0.30578,1.5414,0.83503,-72.266,1
0.24707,0.69882,-0.33796,-0.32605,1.5785,1.0049,-70.313,1
0.29803,0.78507,-0.35937,-0.30443,1.5546,1.1181,-68.359,1
0.34451,0.84881,-0.3902,-0.26063,1.4647,1.2199,-66.406,1
0.38745,0.85033,-0.43727,-0.21629,1.3405,1.3434,-64.453,1
0.42025,0.77134,-0.4822,-0.1727,1.2252,1.476,-62.5,1
0.44192,0.62679,-0.51492,-0.11306,1.1229,1.6063,-60.547,1
0.46635,0.46591,-0.54157,-0.018188,1.0046,1.7356,-58.594,1
0.50316,0.32823,-0.57678,0.10059,0.84844,1.8439,-56.641,1
0.54424,0.21324,-0.63805,0.22118,0.6621,1.9071,-54.688,1
0.58075,0.1067,-0.71242,0.3505,0.47235,1.9256,-52.734,1
0.60441,0.024227,-0.77208,0.48152,0.29182,1.9092,-50.781,1
0.59583,-0.0036379,-0.81863,0.57831,0.11875,1.862,-48.828,1
0.55406,0.022225,-0.85236,0.63147,-0.037896,1.782,-46.875,1
0.5144,0.070894,-0.85255,0.65467,-0.17286,1.6756,-44.922,1
0.49988,0.10982,-0.81724,0.65621,-0.3073,1.5788,-42.969,1
0.48401,0.11735,-0.77099,0.64645,-0.46117,1.5184,-41.016,1
0.43997,0.092598,-0.7345,0.63272,-0.62443,1.4634,-39.063,1
0.39701,0.059138,-0.71619,0.60672,-0.77316,1.3743,-37.109,1
0.39586,0.044427,-0.71833,0.54823,-0.89272,1.263,-35.156,1
0.42721,0.055642,-0.73283,0.45445,-0.97426,1.1584,-33.203,1
0.44941,0.080775,-0.74776,0.36842,-1.0239,1.0613,-31.25,1
0.436,0.11306,-0.74837,0.33315,-1.0625,0.95901,-29.297,1
0.39345,0.15183,-0.7154,0.3284,-1.0893,0.84702,-27.344,1
0.33915,0.17729,-0.64525,0.30758,-1.0951,0.73463,-25.391,1
0.28457,0.18206,-0.55047,0.2571,-1.0946,0.63929,-23.438,1
0.24388,0.19534,-0.45013,0.19255,-1.1026,0.56101,-21.484,1
0.22395,0.21912,-0.37024,0.14137,-1.1115,0.47904,-19.531,1
0.20303,0.22524,-0.31886,0.12575,-1.108,0.38417,-17.578,1
0.15359,0.2136,-0.28736,0.14873,-1.0934,0.28576,-15.625,1
0.0797,0.19106,-0.27998,0.18988,-1.0774,0.20055,-13.672,1
0.0094757,0.16053,-0.30121,0.22035,-1.057,0.154,-11.719,1
-0.035576,0.15022,-0.33631,0.2418,-1.0173,0.16697,-9.7656,1
-0.055116,0.18307,-0.36523,0.27404,-0.94051,0.22108,-7.8125,1
-0.056552,0.25071,-0.39115,0.30999,-0.80378,0.25467,-5.8594,1
-0.043735,0.34368,-0.42683,0.32674,-0.61578,0.2218,-3.9063,1
-0.031953,0.46344,-0.45916,0.30529,-0.43864,0.1399,-1.9531,1
-0.042492,0.59099,-0.46828,0.22918,-0.31875,0.047101,0,1
-0.074549,0.69713,-0.4519,0.10867,-0.2392,-0.059401,1.9531,1
-0.1216,0.79367,-0.41613,-0.014911,-0.16254,-0.19797,3.9063,1
-0.19624,0.90708,-0.38489,-0.11259,-0.072219,-0.36588,5.8594,1
-0.28845,1.0134,-0.39743,-0.18643,0.03588,-0.54846,7.8125,1
-0.35672,1.062,-0.45974,-0.26139,0.15817,-0.70909,9.7656,1
-0.39392,1.048,-0.53883,-0.34902,0.283,-0.81051,11.719,1
-0.41896,1.0193,-0.6126,-0.40224,0.40085,-0.85685,13.672,1
-0.42898,1.0229,-0.68418,-0.38631,0.49377,-0.86888,15.625,1
-0.42364,1.0618,-0.74797,-0.34926,0.53379,-0.86721,17.578,1
-0.42507,1.1051,-0.77931,-0.34155,0.51904,-0.87592,19.531,1
-0.44902,1.1466,-0.76293,-0.36051,0.4954,-0.90236,21.484,1
-0.48852,1.197,-0.70004,-0.38862,0.51428,-0.94778,23.438,1
-0.54671,1.2337,-0.60937,-0.41633,0.57634,-1.0049,25.391,1
-0.6423,1.2232,-0.53531,-0.44774,0.64023,-1.0453,27.344,1
-0.75352,1.1536,-0.51624,-0.49052,0.67935,-1.0668,29.297,1
-0.81976,1.0523,-0.54024,-0.52908,0.70067,-1.0934,31.25,1
-0.81055,0.97114,-0.55011,-0.53886,0.7126,-1.122,33.203,1
-0.75184,0.91861,-0.50656,-0.52342,0.71592,-1.1222,35.156,1
-0.6915,0.8625,-0.4319,-0.50899,0.71319,-1.0811,37.109,1
-0.65033,0.78272,-0.3699,-0.50611,0.70791,-1.024,39.063,1
-0.60464,0.68196,-0.34056,-0.49508,0.70899,-0.97924,41.016,1
-0.53026,0.57341,-0.35035,-0.45536,0.71429,-0.95686,42.969,1
-0.44215,0.4782,-0.40172,-0.3944,0.6955,-0.95237,44.922,1
-0.36819,0.42112,-0.47616,-0.33532,0.64464,-0.9301,46.875,1
-0.32226,0.3999,-0.54461,-0.28859,0.59317,-0.84857,48.828,1
-0.32311,0.38685,-0.59349,-0.25222,0.54222,-0.72453,50.781,1
-0.39223,0.35984,-0.6082,-0.22886,0.45237,-0.61458,52.734,1
-0.51028,0.31172,-0.5703,-0.22216,0.3129,-0.53664,54.688,1
-0.61625,0.26469,-0.48294,-0.21449,0.16795,-0.45593,56.641,1
-0.66158,0.26488,-0.35572,-0.17151,0.084482,-0.32733,58.594,1
-0.63089,0.32839,-0.18982,-0.085395,0.094414,-0.13609,60.547,1
-0.52267,0.42183,0.006423,0.010572,0.181,0.093004,62.5,1
-0.34592,0.50822,0.20138,0.088696,0.31789,0.32879,64.453,1
-0.11904,0.59667,0.34756,0.17004,0.47982,0.56013,66.406,1
0.13443,0.72463,0.43308,0.2878,0.63136,0.77719,68.359,1
0.38093,0.88898,0.50285,0.43705,0.74595,0.94855,70.313,1
0.5961,1.0561,0.6103,0.59927,0.83589,1.067,72.266,1
0.79955,1.2212,0.77666,0.76739,0.94992,1.1899,74.219,1
1.0285,1.4088,0.98344,0.92447,1.1297,1.3648,76.172,1
1.2917,1.6328,1.1844,1.0397,1.3757,1.5751,78.125,1
1.576,1.8784,1.3501,1.1022,1.6598,1.7908,80.078,1
1.8523,2.1322,1.4827,1.1356,1.9393,1.9901,82.031,1
2.0789,2.3949,1.5827,1.1698,2.1644,2.1523,83.984,1
2.2297,2.6483,1.6506,1.2054,2.3134,2.2706,85.938,1
2.301,2.847,1.6853,1.2109,2.4085,2.3421,87.891,1
2.2988,2.9614,1.6728,1.1584,2.4716,2.3588,89.844,1
2.2505,3.0108,1.6159,1.0525,2.5063,2.332,91.797,1
2.2056,3.0369,1.5374,0.93036,2.5344,2.2992,93.75,1
2.2095,3.0776,1.462,0.84614,2.5946,2.3023,95.703,1
2.282,3.1668,1.4227,0.84017,2.7136,2.3799,97.656,1
2.4146,3.3379,1.4562,0.93205,2.9054,2.5588,99.609,1
2.6025,3.6207,1.5871,1.1386,3.1739,2.8303,101.56,1
2.8676,4.0199,1.8152,1.4667,3.5146,3.1645,103.52,1
3.2334,4.5148,2.1235,1.8951,3.9302,3.553,105.47,1
3.7076,5.071,2.5058,2.3933,4.431,4.0027,107.42,1
4.272,5.6548,2.9625,2.9418,4.9945,4.5019,109.38,1
4.8741,6.2489,3.4816,3.5137,5.5636,5.0283,111.33,1
5.4586,6.8332,4.0317,4.0631,6.0963,5.5683,113.28,1
5.9758,7.3874,4.5675,4.5494,6.5607,6.0885,115.23,1
6.3743,7.9045,5.0462,4.9553,6.9203,6.5312,117.19,1
6.6509,8.38,5.4414,5.2812,7.1718,6.8708,119.14,1
6.8685,8.8094,5.7379,5.5485,7.3588,7.1289,121.09,1
7.0796,9.194,5.9393,5.7756,7.5252,7.3272,123.05,1
7.2605,9.529,6.0831,5.9414,7.6806,7.4681,125,1
7.3526,9.7857,6.2024,6.0261,7.8016,7.5563,126.95,1
7.3191,9.9229,6.281,6.042,7.8451,7.5967,128.91,1
7.1391,9.9051,6.2721,5.9811,7.7741,7.5687,130.86,1
6.8023,9.714,6.1304,5.7862,7.5713,7.4377,132.81,1
6.3122,9.3526,5.8356,5.4073,7.2332,7.1817,134.77,1
5.672,8.8194,5.3933,4.8507,6.7624,6.7953,136.72,1
4.89,8.1098,4.8098,4.1578,6.1746,6.2848,138.67,1
4.0002,7.2523,4.1146,3.3759,5.5013,5.6799,140.63,1
3.0682,6.2964,3.3754,2.5472,4.7633,5.0251,142.58,1
2.1585,5.295,2.6456,1.7034,3.9847,4.3596,144.53,1
1.2995,4.3163,1.9312,0.89397,3.2126,3.735,146.48,1
0.50555,3.4239,1.2353,0.18952,2.4923,3.2033,148.44,1
-0.19778,2.6355,0.60733,-0.3735,1.8561,2.7775,150.39,1
-0.81536,1.9264,0.078915,-0.81077,1.3174,2.461,152.34,1
-1.3828,1.2714,-0.39217,-1.1389,0.86739,2.2781,154.3,1
-1.901,0.67029,-0.83624,-1.3514,0.49496,2.2314,156.25,1
-2.3431,0.12893,-1.216,-1.4592,0.18898,2.2807,158.2,1
-2.693,-0.35625,-1.4907,-1.4985,-0.072106,2.385,160.16,1
-2.9365,-0.78144,-1.6662,-1.5031,-0.29435,2.5242,162.11,1
-3.0635,-1.1485,-1.7644,-1.4905,-0.44873,2.6734,164.06,1
-3.0801,-1.4781,-1.7918,-1.4521,-0.49188,2.8103,166.02,1
-2.9977,-1.7692,-1.7554,-1.3635,-0.39405,2.9432,167.97,1
-2.835,-2.0054,-1.6695,-1.2195,-0.1681,3.0951,169.92,1
-2.6131,-2.1963,-1.5386,-1.0557,0.13404,3.2777,171.88,1
-2.3437,-2.342,-1.3597,-0.91497,0.473,3.4905,173.83,1
-2.0321,-2.4167,-1.1407,-0.78922,0.84209,3.7419,175.78,1
-1.6715,-2.4224,-0.90468,-0.62135,1.2308,4.0466,177.73,1
-1.2706,-2.3816,-0.67318,-0.36753,1.6141,4.3897,179.69,1
-0.86833,-2.2846,-0.44435,-0.023613,1.9881,4.725,181.64,1
-0.47871,-2.0986,-0.18832,0.39686,2.3769,5.0249,183.59,1
-0.060514,-1.8222,0.12334,0.86772,2.7902,5.3143,185.55,1
0.43809,-1.4795,0.49068,1.3566,3.2163,5.6407,187.5,1
1.0256,-1.0738,0.91221,1.8472,3.6588,6.0251,189.45,1
1.6729,-0.60103,1.3967,2.3386,4.1278,6.456,191.41,1
2.3494,-0.070491,1.9283,2.833,4.6182,6.9192,193.36,1
3.0307,0.51338,2.4787,3.33,5.1079,7.4064,195.31,1
3.7171,1.1471,3.0443,3.8226,5.5665,7.9043,197.27,1
4.432,1.8137,3.6373,4.3032,6.0054,8.3952,199.22,1
5.1854,2.4853,4.2513,4.769,6.4822,8.8666,201.17,1
5.971,3.1461,4.8615,5.2142,7.027,9.3185,203.13,1
6.7558,3.8075,5.4434,5.6277,7.6085,9.7553,205.08,1
7.483,4.478,5.9745,6.0146,8.1722,10.164,207.03,1
8.14,5.1413,6.4562,6.3968,8.6869,10.526,208.98,1
8.7689,5.7718,6.9193,6.7834,9.1639,10.862,210.94,1
9.3957,6.3547,7.3955,7.1838,9.641,11.196,212.89,1
10.01,6.8899,7.8877,7.6101,10.136,11.535,214.84,1
10.599,7.3973,8.3669,8.0254,10.621,11.876,216.8,1
11.163,7.91,8.8166,8.3687,11.046,12.194,218.75,1
11.716,8.4426,9.2476,8.6374,11.394,12.455,220.7,1
12.272,8.9825,9.6652,8.8783,11.692,12.669,222.66,1
12.814,9.517,10.082,9.1308,11.95,12.865,224.61,1
13.308,10.046,10.527,9.4096,12.172,13.046,226.56,1
13.738,10.569,10.999,9.7016,12.386,13.201,228.52,1
14.104,11.088,11.453,9.9781,12.601,13.315,230.47,1
14.423,11.619,11.87,10.219,12.795,13.37,232.42,1
14.717,12.165,12.257,10.412,12.936,13.378,234.38,1
15.006,12.7,12.618,10.563,13.023,13.367,236.33,1
15.282,13.213,12.948,10.695,13.107,13.343,238.28,1
15.518,13.71,13.248,10.816,13.217,13.304,240.23,1
15.705,14.194,13.532,10.914,13.316,13.26,242.19,1
15.859,14.671,13.804,10.981,13.359,13.21,244.14,1
16.003,15.137,14.053,11.007,13.343,13.155,246.09,1
16.142,15.587,14.245,11.001,13.282,13.107,248.05,1
16.25,16.014,14.391,11.006,13.204,13.065,250,1
16.308,16.399,14.54,11.058,13.143,13.012,251.95,1
16.336,16.725,14.688,11.136,13.098,12.952,253.91,1
16.37,16.987,14.77,11.193,13.04,12.901,255.86,1
16.407,17.189,14.749,11.194,12.962,12.857,257.81,1
16.408,17.332,14.682,11.148,12.871,12.801,259.77,1
16.352,17.418,14.645,11.091,12.764,12.72,261.72,1
16.25,17.464,14.649,11.045,12.649,12.616,263.67,1
16.128,17.491,14.673,10.997,12.545,12.486,265.63,1
16.005,17.509,14.691,10.924,12.454,12.329,267.58,1
15.899,17.521,14.677,10.824,12.353,12.154,269.53,1
15.814,17.529,14.614,10.718,12.238,11.98,271.48,1
15.738,17.54,14.518,10.633,12.139,11.831,273.44,1
15.651,17.567,14.424,10.563,12.08,11.703,275.39,1
15.53,17.589,14.338,10.484,12.049,11.572,277.34,1
15.355,17.583,14.264,10.388,12.027,11.424,279.3,1
15.126,17.57,14.222,10.288,12.008,11.295,281.25,1
14.858,17.573,14.205,10.195,11.993,11.232,283.2,1
14.567,17.568,14.184,10.117,12,11.257,285.16,1
14.266,17.521,14.144,10.077,12.049,11.351,287.11,1
13.969,17.432,14.088,10.078,12.143,11.453,289.06,1
13.674,17.336,14.021,10.09,12.254,11.504,291.02,1
13.385,17.265,13.947,10.082,12.355,11.5,292.97,1
13.122,17.233,13.872,10.04,12.43,11.498,294.92,1
12.899,17.219,13.816,9.9749,12.483,11.553,296.88,1
12.723,17.184,13.785,9.9013,12.531,11.669,298.83,1
12.598,17.098,13.75,9.8272,12.58,11.796,300.78,1
12.509,16.947,13.688,9.7579,12.623,11.87,302.73,1
12.42,16.739,13.594,9.7026,12.648,11.853,304.69,1
12.297,16.517,13.451,9.6618,12.647,11.762,306.64,1
12.138,16.309,13.269,9.6227,12.605,11.658,308.59,1
11.981,16.097,13.103,9.5773,12.511,11.598,310.55,1
11.872,15.852,12.981,9.5181,12.395,11.586,312.5,1
11.808,15.564,12.905,9.4415,12.285,11.588,314.45,1
11.752,15.243,12.86,9.3679,12.2,11.548,316.41,1
11.684,14.92,12.806,9.3257,12.159,11.443,318.36,1
11.61,14.636,12.734,9.3216,12.146,11.316,320.31,1
11.535,14.407,12.691,9.3448,12.13,11.23,322.27,1
11.468,14.214,12.695,9.3904,12.108,11.2,324.22,1
11.421,14.035,12.706,9.4468,12.092,11.191,326.17,1
11.409,13.856,12.689,9.4775,12.061,11.164,328.13,1
11.445,13.67,12.644,9.4496,11.982,11.108,330.08,1
11.533,13.485,12.596,9.3706,11.863,11.026,332.03,1
11.642,13.32,12.576,9.2765,11.745,10.921,333.98,1
11.749,13.191,12.598,9.2028,11.658,10.802,335.94,1
11.844,13.096,12.652,9.1778,11.6,10.677,337.89,1
11.905,13.027,12.731,9.2108,11.538,10.557,339.84,1
11.933,12.97,12.837,9.2748,11.457,10.45,341.8,1
11.969,12.911,12.956,9.3274,11.384,10.367,343.75,1
12.035,12.844,13.066,9.3542,11.339,10.324,345.7,1
12.115,12.792,13.161,9.3762,11.318,10.329,347.66,1
12.193,12.789,13.25,9.3991,11.295,10.386,349.61,1
12.273,12.85,13.338,9.3922,11.26,10.46,351.56,1
12.369,12.944,13.449,9.3362,11.22,10.511,353.52,1
12.495,13.033,13.607,9.2439,11.183,10.526,355.47,1
12.655,13.106,13.787,9.1309,11.155,10.507,357.42,1
12.824,13.176,13.939,8.9954,11.149,10.473,359.38,1
12.963,13.259,14.049,8.8389,11.162,10.459,361.33,1
13.07,13.351,14.139,8.6874,11.185,10.477,363.28,1
13.169,13.458,14.226,8.5553,11.197,10.523,365.23,1
13.267,13.606,14.322,8.4382,11.176,10.589,367.19,1
13.349,13.784,14.439,8.3449,11.116,10.649,369.14,1
13.402,13.948,14.576,8.2802,11.037,10.686,371.09,1
13.412,14.064,14.72,8.2206,10.965,10.71,373.05,1
13.393,14.136,14.836,8.1465,10.909,10.737,375,1
13.392,14.195,14.893,8.0774,10.852,10.75,376.95,1
13.432,14.253,14.897,8.0368,10.786,10.734,378.91,1
13.475,14.292,14.875,8.0147,10.716,10.695,380.86,1
13.476,14.303,14.844,7.9986,10.652,10.645,382.81,1
13.437,14.302,14.816,8.0033,10.604,10.602,384.77,1
13.399,14.306,14.788,8.0406,10.587,10.572,386.72,1
13.384,14.338,14.755,8.0837,10.608,10.521,388.67,1
13.374,14.424,14.722,8.1045,10.674,10.437,390.63,1
13.341,14.544,14.697,8.1169,10.789,10.358,392.58,1
13.282,14.653,14.669,8.1445,10.928,10.324,394.53,1
13.199,14.735,14.632,8.1767,11.062,10.335,396.48,1
13.118,14.799,14.587,8.1928,11.169,10.35,398.44,1
13.067,14.856,14.521,8.2001,11.236,10.327,400.39,1
13.045,14.892,14.437,8.2128,11.268,10.267,402.34,1
13.024,14.914,14.371,8.2373,11.299,10.227,404.3,1
12.994,14.961,14.336,8.2738,11.347,10.249,406.25,1
12.975,15.02,14.307,8.2998,11.398,10.293,408.2,1
12.977,15.031,14.271,8.2943,11.458,10.285,410.16,1
12.984,14.965,14.233,8.2578,11.543,10.216,412.11,1
12.968,14.838,14.199,8.1946,11.624,10.133,414.06,1
12.92,14.672,14.156,8.1359,11.663,10.067,416.02,1
12.858,14.495,14.076,8.1399,11.664,10.006,417.97,1
12.799,14.336,13.943,8.2103,11.635,9.9245,419.92,1
12.739,14.197,13.779,8.2806,11.566,9.8181,421.88,1
12.651,14.066,13.608,8.2988,11.439,9.6991,423.83,1
12.531,13.94,13.442,8.2697,11.264,9.5731,425.78,1
12.388,13.828,13.302,8.232,11.092,9.4376,427.73,1
12.237,13.729,13.196,8.2105,10.957,9.3075,429.69,1
12.102,13.619,13.106,8.1858,10.839,9.2077,431.64,1
12.004,13.49,12.999,8.1358,10.713,9.1271,433.59,1
11.952,13.359,12.858,8.0786,10.581,9.0226,435.55,1
11.938,13.232,12.69,8.0343,10.456,8.8718,437.5,1
11.923,13.099,12.528,7.9888,10.344,8.6901,439.45,1
11.864,12.954,12.409,7.9299,10.243,8.5066,441.41,1
11.765,12.809,12.34,7.871,10.139,8.337,443.36,1
11.68,12.691,12.287,7.8103,10.027,8.177,445.31,1
11.624,12.624,12.218,7.7212,9.9055,8.0264,447.27,1
11.556,12.588,12.137,7.5965,9.7479,7.898,449.22,1
11.453,12.516,12.067,7.4486,9.5342,7.7948,451.17,1
11.362,12.382,12.012,7.2828,9.2866,7.7071,453.13,1
11.332,12.233,11.948,7.1089,9.0367,7.6139,455.08,1
11.353,12.118,11.85,6.9454,8.8101,7.483,457.03,1
11.376,12.046,11.715,6.7925,8.6239,7.3069,458.98,1
11.364,12.021,11.551,6.6278,8.4718,7.1244,460.94,1
11.298,12.037,11.368,6.4393,8.3399,6.9714,462.89,1
11.177,12.062,11.182,6.2425,8.2196,6.8455,464.84,1
11.012,12.072,11.019,6.0446,8.1131,6.7287,466.8,1
10.834,12.055,10.907,5.8302,8.0231,6.6006,468.75,1
10.68,12.021,10.846,5.5882,7.9204,6.4411,470.7,1
10.566,11.988,10.803,5.328,7.7837,6.2485,472.66,1
10.491,11.956,10.754,5.0725,7.6425,6.0373,474.61,1
10.451,11.917,10.7,4.8368,7.5229,5.8312,476.56,1
10.434,11.872,10.665,4.612,7.4128,5.6501,478.52,1
10.42,11.815,10.653,4.3681,7.297,5.4828,480.47,1
10.394,11.71,10.635,4.0751,7.1808,5.3054,482.42,1
10.355,11.537,10.587,3.7429,7.0743,5.1209,484.38,1
10.3,11.329,10.509,3.4217,6.974,4.9578,486.33,1
10.236,11.127,10.409,3.1408,6.8801,4.8263,488.28,1
10.175,10.948,10.28,2.8826,6.7993,4.7047,490.23,1
10.117,10.809,10.114,2.6079,6.7179,4.5755,492.19,1
10.052,10.726,9.9253,2.2934,6.6086,4.4291,494.14,1
9.9844,10.673,9.7418,1.9665,6.4454,4.2538,496.09,1
9.9278,10.611,9.5739,1.6868,6.2163,4.0512,498.05,1
9.8844,10.536,9.4237,1.486,5.946,3.8526,500,1
9.854,10.482,9.3031,1.3524,5.6842,3.6941,501.95,1
9.8268,10.459,9.2067,1.2618,5.4723,3.571,503.91,1
9.7802,10.443,9.1118,1.1969,5.3245,3.4531,505.86,1
9.7059,10.426,9.017,1.1434,5.2322,3.3323,507.81,1
9.63,10.404,8.916,1.0905,5.1703,3.2109,509.77,1
9.5786,10.36,8.7717,1.047,5.1104,3.074,511.72,1
9.5309,10.286,8.5689,1.0309,5.035,2.9139,513.67,1
9.4559,10.194,8.3457,1.0527,4.9407,2.7493,515.63,1
9.3587,10.089,8.148,1.1199,4.8464,2.6017,517.58,1
9.248,9.9734,7.9923,1.227,4.7776,2.4809,519.53,1
9.1186,9.8557,7.8733,1.3455,4.7428,2.3908,521.48,1
8.9789,9.7491,7.7754,1.445,4.7237,2.3252,523.44,1
8.8341,9.6551,7.688,1.5094,4.689,2.2585,525.39,1
8.6622,9.5583,7.6171,1.551,4.6323,2.1784,527.34,1
8.456,9.4486,7.5557,1.6134,4.5624,2.1099,529.3,1
8.238,9.3244,7.4759,1.7068,4.4786,2.076,531.25,1
8.0249,9.1882,7.3755,1.7822,4.3942,2.0648,533.2,1
7.8312,9.0513,7.2781,1.8153,4.329,2.0504,535.16,1
7.6617,8.9194,7.1948,1.8365,4.2808,2.0213,537.11,1
7.4893,8.7902,7.1161,1.8554,4.235,1.9905,539.06,1
7.3059,8.6508,7.0197,1.8514,4.1944,1.982,541.02,1
7.1404,8.4803,6.8998,1.8354,4.1753,2,542.97,1
6.9918,8.2823,6.7828,1.828,4.1645,2.0206,544.92,1
6.8282,8.076,6.6933,1.814,4.1323,2.012,546.88,1
6.6405,7.8651,6.635,1.7767,4.0794,1.9702,548.83,1
6.461,7.656,6.599,1.7364,4.0318,1.9237,550.78,1
6.3319,7.4753,6.56,1.7261,4.0051,1.9106,552.73,1
6.2556,7.3488,6.4903,1.7594,3.9878,1.9557,554.69,1
6.1981,7.2744,6.3919,1.8301,3.9597,2.0377,556.64,1
6.1226,7.2166,6.288,1.9175,3.913,2.097,558.59,1
6.0023,7.1341,6.1871,1.9998,3.8605,2.1064,560.55,1
5.8334,7.0105,6.0841,2.0638,3.822,2.0743,562.5,1
5.6489,6.8663,5.9888,2.0978,3.7841,1.9953,564.45,1
